listing_id,city_id,community_id,title,source,source_listing_id,source_url,total_price_10k,unit_price,area_sqm,listing_type,bedrooms,bathrooms,orientation,floor_number,has_elevator,decorate_type,build_year,nearest_metro_distance_m,school_ids_json,tags_json,crawl_date
894,1,17,万科四季花城 61㎡ 南北通透,广州市住建局公开成交,广州-LS-000894,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,200,32475,61.7,二手房,2,1,东南,顶层,True,豪装,2012,800,[],[],2026-03-09
895,1,17,万科四季花城 88㎡ 东南,广州市住建局公开成交,广州-LS-000895,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,369,41524,89.0,二手房,4,2,西,顶层,True,毛坯,2008,800,[],[],2026-03-02
896,1,17,万科四季花城 71㎡ 南北通透,广州市住建局公开成交,广州-LS-000896,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,225,31701,71.1,二手房,3,1,南,中楼层,False,精装,2022,200,[],[],2026-03-02
897,1,17,万科四季花城 69㎡ 北向,广州市住建局公开成交,广州-LS-000897,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,263,37859,69.7,二手房,3,2,南,顶层,False,豪装,2019,200,[],[],2026-02-23
898,1,17,万科四季花城 117㎡ 北向,广州市住建局公开成交,广州-LS-000898,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,478,40850,117.1,二手房,3,1,东南,中楼层,False,毛坯,2017,800,[],[],2026-02-23
899,1,17,万科四季花城 120㎡ 北向,广州市住建局公开成交,广州-LS-000899,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,395,32740,120.7,二手房,2,1,南北通透,顶层,True,豪装,2021,800,[],[],2026-02-16
900,1,17,万科四季花城 99㎡ 南北通透,广州市住建局公开成交,广州-LS-000900,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,368,36855,100.0,二手房,3,1,南,中楼层,False,普装,2009,200,[],[],2026-02-09
901,1,17,万科四季花城 118㎡ 北向,广州市住建局公开成交,广州-LS-000901,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,425,36022,118.2,二手房,2,1,南,中楼层,True,精装,2018,1200,[],[],2026-02-02
902,1,17,万科四季花城 83㎡ 南北通透,广州市住建局公开成交,广州-LS-000902,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,311,37391,83.3,二手房,3,1,西,低楼层,True,毛坯,2007,800,[],[],2026-01-26
903,1,17,万科四季花城 120㎡ 西向,广州市住建局公开成交,广州-LS-000903,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,488,40422,120.8,二手房,3,1,南,高楼层,True,普装,2012,800,[],[],2026-01-19
904,1,17,万科四季花城 82㎡ 南向,广州市住建局公开成交,广州-LS-000904,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,334,40603,82.4,二手房,4,1,西,低楼层,True,普装,2021,600,[],[],2026-01-19
905,1,17,万科四季花城 115㎡ 西向,广州市住建局公开成交,广州-LS-000905,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,398,34364,115.9,二手房,4,2,东南,低楼层,False,毛坯,2018,800,[],[],2026-01-19
906,1,17,万科四季花城 64㎡ 南北通透,广州市住建局公开成交,广州-LS-000906,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,217,33617,64.8,二手房,2,2,西,低楼层,True,普装,2012,400,[],[],2026-01-12
907,1,17,万科四季花城 93㎡ 南向,广州市住建局公开成交,广州-LS-000907,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,340,36494,93.4,二手房,4,2,东南,高楼层,True,普装,2015,1200,[],[],2026-01-12
908,1,17,万科四季花城 123㎡ 西向,广州市住建局公开成交,广州-LS-000908,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,512,41358,123.8,二手房,3,1,东南,低楼层,True,毛坯,2017,400,[],[],2026-01-12
909,1,17,万科四季花城 78㎡ 南北通透,广州市住建局公开成交,广州-LS-000909,https://gz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9B%9B%E5%AD%A3%E8%8A%B1%E5%9F%8E/,258,33095,78.0,二手房,4,1,西,高楼层,True,毛坯,2007,200,[],[],2026-01-05
910,1,18,碧桂园凤凰城 122㎡ 南向,广州市住建局公开成交,广州-LS-000910,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,432,35420,122.2,二手房,4,1,南北通透,顶层,False,毛坯,2015,600,[],[],2026-06-29
911,1,18,碧桂园凤凰城 111㎡ 南北通透,广州市住建局公开成交,广州-LS-000911,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,370,33088,111.9,二手房,4,1,西,低楼层,False,普装,2007,600,[],[],2026-06-29
912,1,18,碧桂园凤凰城 93㎡ 南北通透,广州市住建局公开成交,广州-LS-000912,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,303,32438,93.6,二手房,3,2,东南,顶层,True,普装,2020,200,[],[],2026-06-22
913,1,18,碧桂园凤凰城 87㎡ 东南,广州市住建局公开成交,广州-LS-000913,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,251,28724,87.7,二手房,4,1,南北通透,中楼层,False,普装,2009,1200,[],[],2026-06-15
914,1,18,碧桂园凤凰城 73㎡ 西向,广州市住建局公开成交,广州-LS-000914,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,207,28304,73.3,二手房,3,1,南,高楼层,True,普装,2012,800,[],[],2026-06-15
915,1,18,碧桂园凤凰城 76㎡ 西向,广州市住建局公开成交,广州-LS-000915,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,277,36407,76.2,二手房,3,2,西,低楼层,False,精装,2015,400,[],[],2026-06-15
916,1,18,碧桂园凤凰城 104㎡ 南向,广州市住建局公开成交,广州-LS-000916,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,357,34350,104.1,二手房,3,1,南,高楼层,False,毛坯,2013,200,[],[],2026-06-08
917,1,18,碧桂园凤凰城 96㎡ 南北通透,广州市住建局公开成交,广州-LS-000917,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,332,34490,96.3,二手房,4,1,南,中楼层,False,精装,2024,400,[],[],2026-06-08
918,1,18,碧桂园凤凰城 118㎡ 南北通透,广州市住建局公开成交,广州-LS-000918,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,419,35429,118.3,二手房,2,1,南北通透,中楼层,True,普装,2021,800,[],[],2026-06-01
919,1,18,碧桂园凤凰城 124㎡ 西向,广州市住建局公开成交,广州-LS-000919,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,471,37978,124.1,二手房,3,1,南北通透,高楼层,False,精装,2019,2000,[],[],2026-06-01
920,1,18,碧桂园凤凰城 76㎡ 南向,广州市住建局公开成交,广州-LS-000920,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,272,35774,76.2,二手房,4,1,南北通透,中楼层,False,豪装,2007,600,[],[],2026-06-01
921,1,18,碧桂园凤凰城 99㎡ 南向,广州市住建局公开成交,广州-LS-000921,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,314,31485,100.0,二手房,4,1,西,高楼层,True,普装,2010,400,[],[],2026-05-25
922,1,18,碧桂园凤凰城 112㎡ 东南,广州市住建局公开成交,广州-LS-000922,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,433,38614,112.3,二手房,2,1,东南,顶层,False,精装,2010,1200,[],[],2026-05-25
923,1,18,碧桂园凤凰城 76㎡ 北向,广州市住建局公开成交,广州-LS-000923,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,226,29469,77.0,二手房,3,1,西,顶层,True,普装,2024,800,[],[],2026-05-18
924,1,18,碧桂园凤凰城 110㎡ 东南,广州市住建局公开成交,广州-LS-000924,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,393,35585,110.7,二手房,3,1,南北通透,高楼层,True,豪装,2015,600,[],[],2026-05-11
925,1,18,碧桂园凤凰城 81㎡ 西向,广州市住建局公开成交,广州-LS-000925,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,233,28608,81.5,二手房,3,1,西,中楼层,True,豪装,2020,800,[],[],2026-05-04
926,1,18,碧桂园凤凰城 120㎡ 南向,广州市住建局公开成交,广州-LS-000926,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,377,31242,120.7,二手房,3,1,南,顶层,True,豪装,2022,2000,[],[],2026-05-04
927,1,18,碧桂园凤凰城 68㎡ 北向,广州市住建局公开成交,广州-LS-000927,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,203,29778,68.3,二手房,2,2,东南,顶层,False,普装,2016,1200,[],[],2026-05-04
928,1,18,碧桂园凤凰城 116㎡ 北向,广州市住建局公开成交,广州-LS-000928,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,417,35858,116.5,二手房,3,2,东南,高楼层,True,精装,2010,200,[],[],2026-04-27
929,1,18,碧桂园凤凰城 126㎡ 北向,广州市住建局公开成交,广州-LS-000929,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,465,36894,126.2,二手房,3,1,东南,高楼层,False,豪装,2011,1200,[],[],2026-04-20
930,1,18,碧桂园凤凰城 107㎡ 南北通透,广州市住建局公开成交,广州-LS-000930,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,371,34717,107.0,二手房,4,2,南北通透,高楼层,True,精装,2007,1200,[],[],2026-04-13
931,1,18,碧桂园凤凰城 78㎡ 西向,广州市住建局公开成交,广州-LS-000931,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,275,35038,78.6,二手房,3,1,西,低楼层,True,毛坯,2007,200,[],[],2026-04-06
932,1,18,碧桂园凤凰城 100㎡ 南北通透,广州市住建局公开成交,广州-LS-000932,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,289,28753,100.7,二手房,4,1,西,低楼层,True,毛坯,2018,400,[],[],2026-04-06
933,1,18,碧桂园凤凰城 71㎡ 南北通透,广州市住建局公开成交,广州-LS-000933,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,258,35987,71.9,二手房,4,1,西,顶层,True,豪装,2013,600,[],[],2026-03-30
934,1,18,碧桂园凤凰城 107㎡ 南北通透,广州市住建局公开成交,广州-LS-000934,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,304,28345,107.4,二手房,3,1,南,顶层,False,豪装,2010,800,[],[],2026-03-30
935,1,18,碧桂园凤凰城 62㎡ 西向,广州市住建局公开成交,广州-LS-000935,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,227,36534,62.4,二手房,3,1,南北通透,高楼层,True,精装,2020,400,[],[],2026-03-23
936,1,18,碧桂园凤凰城 110㎡ 南北通透,广州市住建局公开成交,广州-LS-000936,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,362,32924,110.1,二手房,2,2,南,中楼层,True,豪装,2019,200,[],[],2026-03-23
937,1,18,碧桂园凤凰城 68㎡ 南向,广州市住建局公开成交,广州-LS-000937,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,252,37078,68.1,二手房,3,1,西,中楼层,False,毛坯,2014,2000,[],[],2026-03-23
938,1,18,碧桂园凤凰城 86㎡ 北向,广州市住建局公开成交,广州-LS-000938,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,254,29519,86.4,二手房,2,1,南,低楼层,False,普装,2024,2000,[],[],2026-03-16
939,1,18,碧桂园凤凰城 79㎡ 南向,广州市住建局公开成交,广州-LS-000939,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,257,32319,79.8,二手房,2,1,东南,高楼层,True,精装,2021,400,[],[],2026-03-16
940,1,18,碧桂园凤凰城 80㎡ 北向,广州市住建局公开成交,广州-LS-000940,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,282,34987,80.8,二手房,4,1,西,中楼层,True,普装,2008,800,[],[],2026-03-09
941,1,18,碧桂园凤凰城 69㎡ 南北通透,广州市住建局公开成交,广州-LS-000941,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,257,36880,69.9,二手房,2,1,南北通透,低楼层,False,豪装,2020,1200,[],[],2026-03-09
942,1,18,碧桂园凤凰城 73㎡ 南向,广州市住建局公开成交,广州-LS-000942,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,237,32343,73.5,二手房,3,1,西,低楼层,True,豪装,2018,600,[],[],2026-03-02
943,1,18,碧桂园凤凰城 72㎡ 西向,广州市住建局公开成交,广州-LS-000943,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,254,35195,72.2,二手房,3,1,南,顶层,False,普装,2008,1200,[],[],2026-03-02
944,1,18,碧桂园凤凰城 118㎡ 南向,广州市住建局公开成交,广州-LS-000944,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,391,32898,118.9,二手房,4,2,西,中楼层,True,普装,2022,800,[],[],2026-02-23
945,1,18,碧桂园凤凰城 125㎡ 东南,广州市住建局公开成交,广州-LS-000945,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,398,31838,125.3,二手房,3,2,南,高楼层,True,精装,2015,600,[],[],2026-02-23
946,1,18,碧桂园凤凰城 82㎡ 南北通透,广州市住建局公开成交,广州-LS-000946,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,282,34287,82.5,二手房,4,1,西,高楼层,True,普装,2022,600,[],[],2026-02-23
947,1,18,碧桂园凤凰城 88㎡ 东南,广州市住建局公开成交,广州-LS-000947,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,314,35438,88.6,二手房,4,1,南北通透,中楼层,True,毛坯,2017,800,[],[],2026-02-16
948,1,18,碧桂园凤凰城 103㎡ 东南,广州市住建局公开成交,广州-LS-000948,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,376,36572,103.0,二手房,4,2,南北通透,中楼层,True,豪装,2018,1200,[],[],2026-02-16
949,1,18,碧桂园凤凰城 123㎡ 北向,广州市住建局公开成交,广州-LS-000949,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,365,29597,123.6,二手房,4,1,南,中楼层,True,普装,2019,200,[],[],2026-02-16
950,1,18,碧桂园凤凰城 108㎡ 南向,广州市住建局公开成交,广州-LS-000950,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,312,28666,108.9,二手房,4,1,南北通透,顶层,False,毛坯,2022,400,[],[],2026-02-09
951,1,18,碧桂园凤凰城 79㎡ 南北通透,广州市住建局公开成交,广州-LS-000951,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,264,33097,80.0,二手房,3,1,南,顶层,True,精装,2019,600,[],[],2026-02-09
952,1,18,碧桂园凤凰城 61㎡ 南向,广州市住建局公开成交,广州-LS-000952,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,217,35196,61.8,二手房,2,2,西,低楼层,True,普装,2011,800,[],[],2026-02-09
953,1,18,碧桂园凤凰城 116㎡ 西向,广州市住建局公开成交,广州-LS-000953,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,409,35120,116.5,二手房,2,2,南,中楼层,False,精装,2012,200,[],[],2026-02-02
954,1,18,碧桂园凤凰城 63㎡ 南北通透,广州市住建局公开成交,广州-LS-000954,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,192,30195,63.6,二手房,3,1,东南,顶层,True,普装,2024,600,[],[],2026-02-02
955,1,18,碧桂园凤凰城 102㎡ 北向,广州市住建局公开成交,广州-LS-000955,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,372,36242,102.8,二手房,3,1,南,中楼层,False,普装,2018,800,[],[],2026-01-26
956,1,18,碧桂园凤凰城 104㎡ 西向,广州市住建局公开成交,广州-LS-000956,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,359,34327,104.8,二手房,3,2,东南,低楼层,True,毛坯,2012,1200,[],[],2026-01-26
957,1,18,碧桂园凤凰城 129㎡ 东南,广州市住建局公开成交,广州-LS-000957,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,385,29919,129.0,二手房,3,1,南,高楼层,True,普装,2008,600,[],[],2026-01-19
958,1,18,碧桂园凤凰城 114㎡ 北向,广州市住建局公开成交,广州-LS-000958,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,392,34366,114.2,二手房,3,1,东南,高楼层,True,毛坯,2016,600,[],[],2026-01-19
959,1,18,碧桂园凤凰城 75㎡ 西向,广州市住建局公开成交,广州-LS-000959,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,225,29862,75.6,二手房,4,1,南北通透,高楼层,True,豪装,2024,800,[],[],2026-01-12
960,1,18,碧桂园凤凰城 117㎡ 南北通透,广州市住建局公开成交,广州-LS-000960,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,396,33668,117.9,二手房,3,2,东南,顶层,True,豪装,2023,200,[],[],2026-01-05
961,1,18,碧桂园凤凰城 79㎡ 西向,广州市住建局公开成交,广州-LS-000961,https://gz.ke.com/ershoufang/rs%E7%A2%A7%E6%A1%82%E5%9B%AD%E5%87%A4%E5%87%B0%E5%9F%8E/,278,35018,79.6,二手房,3,1,南,高楼层,True,精装,2021,400,[],[],2026-01-05
962,3,19,中信红树湾 88㎡ 南向,珠海住建局公开成交,珠海-LS-000962,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,311,35328,88.0,二手房,4,2,东南,低楼层,True,普装,2015,800,[],[],2026-06-29
963,3,19,中信红树湾 65㎡ 南北通透,珠海住建局公开成交,珠海-LS-000963,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,276,42526,65.1,二手房,2,1,南北通透,顶层,True,豪装,2023,600,[],[],2026-06-29
964,3,19,中信红树湾 86㎡ 北向,珠海住建局公开成交,珠海-LS-000964,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,284,32739,87.0,二手房,3,1,西,中楼层,True,精装,2019,200,[],[],2026-06-22
965,3,19,中信红树湾 74㎡ 北向,珠海住建局公开成交,珠海-LS-000965,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,294,39745,74.0,二手房,3,1,西,高楼层,True,毛坯,2016,800,[],[],2026-06-22
966,3,19,中信红树湾 128㎡ 南北通透,珠海住建局公开成交,珠海-LS-000966,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,556,43323,128.5,二手房,2,1,南北通透,中楼层,False,豪装,2017,400,[],[],2026-06-22
967,3,19,中信红树湾 98㎡ 北向,珠海住建局公开成交,珠海-LS-000967,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,366,37324,98.1,二手房,3,1,南,顶层,True,毛坯,2007,200,[],[],2026-06-15
968,3,19,中信红树湾 88㎡ 北向,珠海住建局公开成交,珠海-LS-000968,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,317,36024,88.3,二手房,3,1,南,低楼层,True,毛坯,2021,200,[],[],2026-06-08
969,3,19,中信红树湾 116㎡ 南北通透,珠海住建局公开成交,珠海-LS-000969,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,411,35403,116.2,二手房,3,2,南北通透,顶层,True,豪装,2016,600,[],[],2026-06-08
970,3,19,中信红树湾 61㎡ 南向,珠海住建局公开成交,珠海-LS-000970,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,245,40196,61.0,二手房,3,2,南,中楼层,False,精装,2014,800,[],[],2026-06-08
971,3,19,中信红树湾 105㎡ 北向,珠海住建局公开成交,珠海-LS-000971,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,365,34643,105.5,二手房,3,1,南,顶层,True,毛坯,2012,400,[],[],2026-06-01
972,3,19,中信红树湾 102㎡ 北向,珠海住建局公开成交,珠海-LS-000972,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,414,40591,102.2,二手房,3,1,南,高楼层,True,精装,2010,200,[],[],2026-05-25
973,3,19,中信红树湾 93㎡ 南北通透,珠海住建局公开成交,珠海-LS-000973,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,315,33746,93.6,二手房,2,2,西,中楼层,True,精装,2006,400,[],[],2026-05-18
974,3,19,中信红树湾 63㎡ 北向,珠海住建局公开成交,珠海-LS-000974,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,236,36907,64.0,二手房,3,1,南北通透,高楼层,False,普装,2006,800,[],[],2026-05-11
975,3,19,中信红树湾 107㎡ 南向,珠海住建局公开成交,珠海-LS-000975,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,391,36335,107.7,二手房,2,1,南,顶层,False,普装,2007,2000,[],[],2026-05-04
976,3,19,中信红树湾 89㎡ 东南,珠海住建局公开成交,珠海-LS-000976,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,320,35660,89.9,二手房,4,1,东南,中楼层,True,普装,2018,400,[],[],2026-04-27
977,3,19,中信红树湾 129㎡ 南向,珠海住建局公开成交,珠海-LS-000977,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,429,33149,129.4,二手房,2,1,南,顶层,True,豪装,2009,800,[],[],2026-04-20
978,3,19,中信红树湾 63㎡ 南北通透,珠海住建局公开成交,珠海-LS-000978,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,225,35507,63.6,二手房,3,1,东南,中楼层,True,精装,2016,400,[],[],2026-04-20
979,3,19,中信红树湾 96㎡ 西向,珠海住建局公开成交,珠海-LS-000979,https://zh.ke.com/ershoufang/rs%E4%B8%AD%E4%BF%A1%E7%BA%A2%E6%A0%91%E6%B9%BE/,413,42766,96.7,二手房,4,1,南北通透,顶层,True,豪装,2023,2000,[],[],2026-04-13
